,title,price,type,men's item,link
197,sterling silver hawaiian initial necklace,30,necklace,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-sterling-silver-hawaiian-initial/7779739229.html
198,silver earings,10,other,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-silver-earings/7779739392.html
199,silver stretch ring with crystal,15,ring,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-silver-stretch-ring-with-crystal/7779638675.html
200,silver necklace with m pendant,15,necklace,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-silver-necklace-with-pendant/7779638334.html
201,vintage sterling silver brooch or pendant,20,pendant,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-vintage-sterling-silver-brooch/7779617243.html
202,cufflinks,20,other,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-cufflinks/7779629342.html
203,silver bracelet with hearts,30,bracelet,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-silver-bracelet-with-hearts/7779617151.html
204,handmade brooch or lapel pin,20,pin,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-handmade-brooch-or-lapel-pin/7779628923.html
205,rosary necklace,20,necklace,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-rosary-necklace/7779614068.html
206,sterling silver heart pendant/charm virgin mary,10,other,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-sterling-silver-heart-pendant/7779614170.html
207,sterling silver pendant/charm virgin mary,10,other,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-sterling-silver-pendant-charm/7779741296.html
208,brand new multi-functional smart watch for men & women....,50,watch,True,https://washingtondc.craigslist.org/nva/jwl/d/reston-brand-new-multi-functional-smart/7787221082.html
209,vintage toshikane green dragon cuff links,65,other,False,https://washingtondc.craigslist.org/nva/jwl/d/falls-church-vintage-toshikane-green/7787531976.html
210,gold tone chain and ball necklace 18”,10,chain,False,https://washingtondc.craigslist.org/nva/jwl/d/falls-church-gold-tone-chain-and-ball/7781050431.html
211,"bracelets for women, beaded bracelets, silver bracelets for women & go",5,other,True,https://washingtondc.craigslist.org/mld/jwl/d/glen-echo-bracelets-for-women-beaded/7788261771.html
212,bloomingdale's sets....,15,other,False,https://washingtondc.craigslist.org/nva/jwl/d/reston-bloomingdales-sets/7786889553.html
213,unique blown blue thick oval shape bubble locket....,10,other,False,https://washingtondc.craigslist.org/nva/jwl/d/reston-unique-blown-blue-thick-oval/7786519260.html
214,le vian 14k gold rhodolite garnet chocolate diamonds ring size 6,750,ring,False,https://washingtondc.craigslist.org/nva/jwl/d/warrenton-le-vian-14k-gold-rhodolite/7788251712.html
215,dangle seashell earrings,0,earrings,False,https://washingtondc.craigslist.org/nva/jwl/d/alexandria-dangle-seashell-earrings/7788194082.html
216,brand new necklace and earring 2-pc set,10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-necklace-and/7788164659.html
217,ladies/womens vintage high-quality wittnauer trieste swiss gold watch,60,watch,True,https://washingtondc.craigslist.org/mld/jwl/d/hillsboro-ladies-womens-vintage-high/7788141764.html
218,100 pieces of jewelry,200,other,False,https://washingtondc.craigslist.org/doc/jwl/d/washington-100-pieces-of-jewelry/7779669750.html
219,50+ watches [one watch may we worth that?],150,watch,False,https://washingtondc.craigslist.org/doc/jwl/d/washington-50-watches-one-watch-may-we/7779653726.html
220,vintage cuff links and tie clip by snake,20,other,False,https://washingtondc.craigslist.org/nva/jwl/d/falls-church-vintage-cuff-links-and-tie/7788137265.html
221,pristine silver cobra ring,15,ring,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-pristine-silver-cobra-ring/7788136491.html
222,batman & robin fossil watch no.3,95,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-batman-robin-fossil-watch-no3/7788129953.html
223,movado womens watch zenith movement,75,watch,True,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-movado-womens-watch-zenith/7782251310.html
224,fossil joker watch from 1989,50,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-fossil-joker-watch-from-1989/7788129941.html
225,mini mouse watch by fossil,55,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-mini-mouse-watch-by-fossil/7782251333.html
226,rotary elite reverso dual dial swiss watch,495,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-rotary-elite-reverso-dual-dial/7782251298.html
227,bulova accutron tuning fork mens watch 1970,195,watch,True,https://washingtondc.craigslist.org/mld/jwl/d/oxon-hill-bulova-accutron-tuning-fork/7788129919.html
228,movado kingmatic surf  sub-sea,395,other,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-movado-kingmatic-surf-sub-sea/7782251347.html
229,fossil roy rogers limited edition watch,75,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-fossil-roy-rogers-limited/7788129904.html
230,timex q watch 1979 resissue (new),175,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-timex-watch-1979-resissue-new/7782817841.html
231,mini mouse watch by fossil,55,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-mini-mouse-watch-by-fossil/7782817970.html
232,"pocket watches , franklin, knightone,  commemorative  us comerative",10,other,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-pocket-watches-franklin/7782818032.html
233,franklin mint pocket watches (the alaska bald eagle reserve),55,other,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-franklin-mint-pocket-watches/7782819468.html
234,invicta 5757 reserve sandstone lupah,295,other,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-invicta-5757-reserve-sandstone/7782819629.html
235,"several watches 1955-1970 omega, vulcan, etc",0,other,False,https://washingtondc.craigslist.org/mld/jwl/d/dunkirk-several-watches-omega-vulcan-etc/7783210417.html
236,20” cuban link chain solid .925 silver 2.2mm,50,chain,False,https://washingtondc.craigslist.org/nva/jwl/d/chantilly-20-cuban-link-chain-solid-925/7788109552.html
237,925 sterling silver pendant with chain in the form of a flower khari bulbul,39,pendant,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-925-sterling-silver-pendant/7788100906.html
238,marathon chronograpgh pilot watch - swiss made,2500,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/gainesville-marathon-chronograpgh-pilot/7781607076.html
239,apple watch ultra - titanium band by nomad,150,watch,False,https://washingtondc.craigslist.org/doc/jwl/d/washington-apple-watch-ultra-titanium/7788088479.html
240,brand new silver band men’s tourneau watch with picture,300,watch,True,https://washingtondc.craigslist.org/mld/jwl/d/montgomery-village-brand-new-silver/7781583578.html
241,brand new black display face men’s tourneau watch with picture,300,watch,True,https://washingtondc.craigslist.org/mld/jwl/d/montgomery-village-brand-new-black/7781583742.html
242,925 watch missing caseback,40,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-925-watch-missing-caseback/7780276255.html
243,sterling silver watch new dead battery,80,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-sterling-silver-watch-new/7780277067.html
244,jewelry organizer,10,other,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-jewelry-organizer/7779846640.html
245,men watch,350,watch,True,https://washingtondc.craigslist.org/mld/jwl/d/washington-men-watch/7782583259.html
246,vintage zenith watch,600,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/rockville-vintage-zenith-watch/7784436556.html
247,small bag of wood brown beads,20,other,False,https://washingtondc.craigslist.org/nva/jwl/d/centreville-small-bag-of-wood-brown/7779940031.html
248,vintage gold leaf containing venetian glass bead necklace,125,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-vintage-gold-leaf-containing/7781822643.html
249,set includes pearl necklace plus 5 pairs of pearl stud earrings,150,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-set-includes-pearl-necklace/7781815139.html
250,heavy sterling silver baroque pearl necklace and rainbow agate fish,300,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-heavy-sterling-silver-baroque/7779175506.html
251,extremely unique vintage revolving star of david/chai pendant,200,pendant,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-extremely-unique-vintage/7783341538.html
252,vintage hand painted russian wood pin,45,pin,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-vintage-hand-painted-russian/7783340350.html
253,7.5ct pave black diamond bracelet,800,bracelet,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-75ct-pave-black-diamond-bracelet/7783338254.html
254,eye catching dazzling center of attention ruby cocktail ring,400,ring,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-eye-catching-dazzling-center-of/7783337664.html
255,multi-colored hand carved jade scarab pin,36,pin,False,https://washingtondc.craigslist.org/mld/jwl/d/rockville-multi-colored-hand-carved/7785029806.html
256,unique colorful wood beads feast,30,other,False,https://washingtondc.craigslist.org/nva/jwl/d/centreville-unique-colorful-wood-beads/7779939526.html
257,handcrafted jewelry,25,other,False,https://washingtondc.craigslist.org/doc/jwl/d/washington-handcrafted-jewelry/7779637887.html
258,omega seamaster planet ocean 600m,9500,other,False,https://washingtondc.craigslist.org/nva/jwl/d/great-falls-omega-seamaster-planet/7786273663.html
259,new men's watch,360,watch,True,https://washingtondc.craigslist.org/mld/jwl/d/silver-spring-new-mens-watch/7779642856.html
260,rare gold j a. meyers and company jewelry,10,other,False,https://washingtondc.craigslist.org/doc/jwl/d/washington-rare-gold-a-meyers-and/7779105611.html
261,meistersinger watch,590,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-meistersinger-watch/7784134235.html
262,minerva vintage watch,550,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/rockville-minerva-vintage-watch/7787867787.html
263,new 160 assorted bead necklace,25,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-new-160-assorted-bead/7787858764.html
264,"new gold plated 7"" mens bracelet",6,bracelet,True,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-new-gold-plated-mens/7787854103.html
265,"brand new 5- strand necklace  22"" long",10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-strand-necklace/7787852025.html
266,"brand new 4 -strand pendant necklace - 22"" long",10,pendant,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-strand-pendant/7787851912.html
267,"brand new 5- strand necklace - 22"" long",10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-strand-necklace/7787851710.html
268,"brand new gold plated three strand necklace 36"" long",10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-gold-plated/7787851621.html
269,bell and ross grande date watch,2500,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/alexandria-bell-and-ross-grande-date/7787840124.html
270,14k golden necklace,65,necklace,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-14k-golden-necklace/7787840094.html
271,seiko 7n42-8089 in great cond with new batt keeps great time will ship,50,other,False,https://washingtondc.craigslist.org/mld/jwl/d/ashton-seiko-7n-in-great-cond-with-new/7785788420.html
272,citizen 5930-s10981 elegance gold tone; gorgeous; new batt will ship!!,40,other,False,https://washingtondc.craigslist.org/mld/jwl/d/ashton-citizen-5930-s10981-elegance/7785790024.html
273,vtg seiko women’s 26mm quartz watch 1n00-0a29 gold tone  will ship!!,40,watch,True,https://washingtondc.craigslist.org/mld/jwl/d/ashton-vtg-seiko-womens-26mm-quartz/7785791843.html
274,vtg seiko 3y03-0160 [a4] watch gold tone day date runs great will ship,25,watch,False,https://washingtondc.craigslist.org/mld/jwl/d/olney-vtg-seiko-3y-a4-watch-gold-tone/7785792872.html
275,gold annodized stainless steel 2 foot long necklace,200,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/derwood-gold-annodized-stainless-steel/7784372531.html
276,100% gold plated cuban link chain 2 feet long 950 grams heavy well made fake bli,140,chain,False,https://washingtondc.craigslist.org/mld/jwl/d/derwood-100-gold-plated-cuban-link/7778980419.html
277,"iso folks in the market for ""clip-on"" earrings!",1,other,False,https://washingtondc.craigslist.org/mld/jwl/d/silver-spring-iso-folks-in-the-market/7784643170.html
278,omega seamaster deville 14k gf,450,other,False,https://washingtondc.craigslist.org/nva/jwl/d/woodbridge-omega-seamaster-deville-14k/7787795369.html
279,irish celtic sterling silver bracelet earrings set handcrafted knot,200,bracelet,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-irish-celtic-sterling/7787791576.html
280,women's wedding band/ring platinum 2mm size 5 or 6 (brand new),300,other,True,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-womens-wedding-band-ring/7778904013.html
281,vintage cinnebar bangle bracelet,25,bracelet,False,https://washingtondc.craigslist.org/nva/jwl/d/falls-church-vintage-cinnebar-bangle/7781050485.html
282,"vicence unisex white watch- new, never worn",100,other,False,https://washingtondc.craigslist.org/nva/jwl/d/arlington-vicence-unisex-white-watch/7787706640.html
283,"bracelet, necklaces, brooches, and pin",1,pin,False,https://washingtondc.craigslist.org/nva/jwl/d/alexandria-bracelet-necklaces-brooches/7787688761.html
284,casetank fathers day dad gifts from daughter son wife kids birthday u,5,other,False,https://washingtondc.craigslist.org/mld/jwl/d/glen-echo-casetank-fathers-day-dad/7787652071.html
285,"brand new gold plated chain necklace - 32"" long",10,chain,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-gold-plated/7787628174.html
286,"brand new gold plated chain necklace 32"" long",10,chain,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-gold-plated/7787617462.html
287,"brand new gold plated pendant necklace  32"" long",10,pendant,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-gold-plated/7787616916.html
288,"16"" gold tone necklace",15,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-16-gold-tone-necklace/7787611890.html
289,"brand new gold plated pendant necklace 30"" long",10,pendant,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-gold-plated/7787610668.html
290,"brand new - gold plated pendant necklace 32"" long",10,pendant,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-brand-new-gold-plated/7787610371.html
291,gorgeous diamond engagement ring,1799,ring,True,https://washingtondc.craigslist.org/nva/jwl/d/woodbridge-gorgeous-diamond-engagement/7781479404.html
292,skagen men's watch,60,watch,True,https://washingtondc.craigslist.org/nva/jwl/d/manassas-skagen-mens-watch/7779061607.html
293,vintage tupperware charm bracelet,25,bracelet,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-vintage-tupperware-charm/7787597400.html
294,new kathy van zeeland silvertone hearts clip-on keychain,8,other,False,https://washingtondc.craigslist.org/mld/jwl/d/rockville-new-kathy-van-zeeland/7778869110.html
295,gold foil jewelry boxes gift box lot,1,other,False,https://washingtondc.craigslist.org/mld/jwl/d/silver-spring-gold-foil-jewelry-boxes/7783448269.html
296,dedia swiss watch,290,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/washington-dedia-swiss-watch/7778733300.html
297,movados for men,0,other,True,https://washingtondc.craigslist.org/nva/jwl/d/herndon-movados-for-men/7781573757.html
298,1500's gold coin - pendent,1234567,other,False,https://washingtondc.craigslist.org/nva/jwl/d/herndon-1500s-gold-coin-pendent/7781573638.html
299,1500's gold coin - pendent,0,other,False,https://washingtondc.craigslist.org/nva/jwl/d/herndon-1500s-gold-coin-pendent/7781573682.html
300,victorian antique style silver plated embossed jewelry box (1994)–new,50,other,False,https://washingtondc.craigslist.org/nva/jwl/d/woodbridge-victorian-antique-style/7785550767.html
301,wm rogers & son silverplated bon bon dish  - brand new!,10,other,False,https://washingtondc.craigslist.org/nva/jwl/d/woodbridge-wm-rogers-son-silverplated/7785666520.html
302,brand new 2 styling decorative combs....,5,other,False,https://washingtondc.craigslist.org/nva/jwl/d/reston-brand-new-styling-decorative/7786491085.html
303,two (2) different silver ladies rings....,0,other,False,https://washingtondc.craigslist.org/nva/jwl/d/reston-two-different-silver-ladies-rings/7785675611.html
304,sterling silver 925 wood orthodox cross virgin maria jesus medallion necklace 28,70,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/silver-spring-sterling-silver-925-wood/7778666898.html
305,citizen promaster air - eco drive black,200,other,False,https://washingtondc.craigslist.org/nva/jwl/d/manassas-citizen-promaster-air-eco/7785666942.html
306,like new unique perfume bottle dangling from a chain....,10,other,False,https://washingtondc.craigslist.org/nva/jwl/d/reston-like-new-unique-perfume-bottle/7785293662.html
307,5 strand blue beaded necklace,14,necklace,False,https://washingtondc.craigslist.org/nva/jwl/d/annandale-strand-blue-beaded-necklace/7787377945.html
308,new bright blue hoop dangle earrings,5,earrings,False,https://washingtondc.craigslist.org/nva/jwl/d/annandale-new-bright-blue-hoop-dangle/7787377422.html
309,statement necklace in beige,15,necklace,True,https://washingtondc.craigslist.org/nva/jwl/d/annandale-statement-necklace-in-beige/7787374133.html
310,brand new 3 different brooches/pins....,4,other,False,https://washingtondc.craigslist.org/nva/jwl/d/reston-brand-new-different-brooches-pins/7785549259.html
311,47mm shinola runwell chrono,575,other,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-47mm-shinola-runwell-chrono/7787334158.html
312,"vintage 56"" black bead necklace",40,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-vintage-56-black-bead/7787305442.html
313,2 vintage hematite necklaces,40,other,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-vintage-hematite-necklaces/7787301552.html
314,vintage 24k gold plated orchid flower pin/pendant,60,other,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-vintage-24k-gold-plated/7787301420.html
315,beautiful earrings and necklace set,22,earrings,False,https://washingtondc.craigslist.org/mld/jwl/d/gaithersburg-beautiful-earrings-and/7787301021.html
316,bloomingdales' sets.....,0,other,False,https://washingtondc.craigslist.org/nva/jwl/d/reston-bloomingdales-sets/7786538364.html
317,rolex submariner date 16610 40mm automatic factory rolex box 1996,8798,other,False,https://washingtondc.craigslist.org/nva/jwl/d/west-mclean-rolex-submariner-date-mm/7783250981.html
318,iwc portuguese automatic iw500109 black dial 42mm 7 day power reserve,5978,other,False,https://washingtondc.craigslist.org/nva/jwl/d/west-mclean-iwc-portuguese-automatic-iw/7786497081.html
319,rolex datejust 16220 36mm silver dial automatic full set no holes case,5978,other,False,https://washingtondc.craigslist.org/nva/jwl/d/west-mclean-rolex-datejust-mm-silver/7778982734.html
320,cyma antique watch - genuine lizard band,550,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/alexandria-cyma-antique-watch-genuine/7779752983.html
321,small jewelry/cosmetic box/purse,12,other,False,https://washingtondc.craigslist.org/nva/jwl/d/annandale-small-jewelry-cosmetic-box/7787263546.html
322,littlestown vise #25. usa,75,other,False,https://washingtondc.craigslist.org/doc/jwl/d/fairfax-littlestown-vise-25-usa/7778764333.html
323,sterling silver matching inlaid emerald bracelet and earrings,150,bracelet,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-sterling-silver-matching-inlaid/7778815601.html
324,brand new smartwatch,50,other,False,https://washingtondc.craigslist.org/nva/jwl/d/reston-brand-new-smartwatch/7787214318.html
325,rare malachite bracelet,300,bracelet,False,https://washingtondc.craigslist.org/nva/jwl/d/vienna-rare-malachite-bracelet/7787212111.html
326,italian clip earrings faux roman coins,35,earrings,False,https://washingtondc.craigslist.org/mld/jwl/d/riverdale-italian-clip-earrings-faux/7781363008.html
327,new - freshwater pearl cluster necklace,10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-new-freshwater-pearl-cluster/7787189802.html
328,new! red coral cluster on chain,10,chain,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-new-red-coral-cluster-on-chain/7787189777.html
329,never worn - dark grey pearl drop necklace,10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-never-worn-dark-grey-pearl-drop/7787189760.html
330,never worn - white pearl drop necklace,10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-never-worn-white-pearl-drop/7787189244.html
331,coral bead drop necklaces - new!,10,other,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-coral-bead-drop-necklaces-new/7787189187.html
332,3-strand colored stone necklace,10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-strand-colored-stone-necklace/7787189157.html
333,oval pearl necklace - in several colors,15,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-oval-pearl-necklace-in-several/7787189065.html
334,hanging mother of pearl earrings - 2 styles,5,earrings,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-hanging-mother-of-pearl/7787189041.html
335,spectacular brooch,125,other,False,https://washingtondc.craigslist.org/mld/jwl/d/riverdale-spectacular-brooch/7778382533.html
336,off-white teardrop pearl earrings,25,earrings,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-off-white-teardrop-pearl/7787188293.html
337,light grey pearl earrings,15,earrings,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-light-grey-pearl-earrings/7787188264.html
338,hanging pearl earring,10,other,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-hanging-pearl-earring/7787188242.html
339,long purple and white pearl necklace,10,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-long-purple-and-white-pearl/7787188211.html
340,"20"" coral and white pearl necklace",15,necklace,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-20-coral-and-white-pearl/7787188184.html
341,mixed stone and magnet chain,10,chain,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-mixed-stone-and-magnet-chain/7787181074.html
342,deep blue watch,425,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-deep-blue-watch/7787178383.html
343,watch- deep blue daynight rescue t-100,500,other,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-watch-deep-blue-daynight/7787177183.html
344,steinhart watch,500,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-steinhart-watch/7787175125.html
345,lum-tec,450,other,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-lum-tec/7787173698.html
346,invicta watch,175,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-invicta-watch/7787172500.html
347,steeldive watch,125,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-steeldive-watch/7787171819.html
348,invicta watch,275,watch,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-invicta-watch/7787170170.html
349,boschett cave dweller,400,other,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-boschett-cave-dweller/7787169042.html
350,boschett cave dweller,400,other,False,https://washingtondc.craigslist.org/nva/jwl/d/springfield-boschett-cave-dweller/7787167694.html
351,almost new rolex datejust 179160 ss rhodium dial almost new,4950,other,False,https://washingtondc.craigslist.org/mld/jwl/d/potomac-almost-new-rolex-datejust-ss/7787126087.html
352,ball bead bracelet sterling silver 925,145,bracelet,False,https://washingtondc.craigslist.org/mld/jwl/d/rockville-ball-bead-bracelet-sterling/7782895927.html
